order_id,customer_id,order_date,status,region_code
ORD00044,,2023-09-01 07:44:16,CANCELLED,SOUTH
ORD00045,,2024-05-23 03:14:54,SHIPPED,WEST
ORD00046,,2025-10-25 08:02:46,CANCELLED,EAST
ORD00047,,2025-03-17 08:42:17,CANCELLED,SOUTH
ORD00048,,2025-03-05 04:20:45,PLACED,SOUTH
ORD00049,,2023-12-16 03:14:01,CANCELLED,SOUTH
ORD00050,,2025-03-21 01:21:35,SHIPPED,SOUTH
ORD00051,CUST0435,2025-12-15 17:38:09,SHIPPED,NORTH
ORD00052,CUST0267,2023-10-03 18:29:27,RETURNED,SOUTH
ORD00053,CUST0077,2024-08-15 14:45:26,SHIPPED,NORTH
ORD00054,CUST0208,2025-10-25 21:13:50,CANCELLED,NORTH
ORD00055,CUST0141,2023-05-19 04:57:17,DELIVERED,EAST
ORD00056,CUST0493,2024-10-14 19:56:39,PLACED,SOUTH
ORD00057,CUST0428,2025-11-19 13:07:23,DELIVERED,WEST
ORD00058,CUST0251,2023-08-23 00:00:48,CANCELLED,SOUTH
ORD00059,CUST0458,2024-04-09 06:37:49,CANCELLED,SOUTH
ORD00060,CUST0487,2025-11-18 00:00:00,CANCELLED,SOUTH
ORD00061,CUST0278,2024-06-17 16:46:42,CANCELLED,EAST
ORD00062,CUST0415,2025-01-12 17:33:10,PLACED,NORTH
ORD00063,CUST0303,2025-01-31 14:23:21,PLACED,EAST
ORD00064,CUST0184,2023-11-01 02:33:43,PLACED,WEST
ORD00065,CUST0335,2023-11-06 04:05:10,PLACED,EAST
ORD00066,CUST0443,2023-10-29 17:53:44,RETURNED,NORTH
ORD00067,CUST0253,2024-07-25 13:50:41,SHIPPED,EAST
ORD00068,CUST0295,2023-11-16 20:22:04,DELIVERED,SOUTH
ORD00069,CUST0235,2023-06-26 14:25:48,CANCELLED,WEST
ORD00070,CUST0288,2025-12-02 12:09:49,PLACED,EAST
ORD00071,CUST0111,2023-11-16 23:32:50,PLACED,NORTH
ORD00072,CUST0162,2023-06-23 03:11:08,CANCELLED,EAST
ORD00073,CUST0464,2023-10-11 16:11:46,RETURNED,NORTH
ORD00074,CUST0046,2023-10-04 08:22:27,DELIVERED,EAST
ORD00075,CUST0193,2023-09-21 21:30:15,SHIPPED,NORTH
ORD00076,CUST0397,2023-09-13 21:15:27,CANCELLED,NORTH
ORD00077,CUST0328,2024-03-11 13:15:22,PLACED,NORTH
ORD00078,CUST0230,2023-08-27 06:04:38,PLACED,SOUTH
ORD00079,CUST0281,2023-05-27 04:07:46,SHIPPED,EAST
ORD00080,CUST0072,2025-08-21 00:00:00,SHIPPED,SOUTH
ORD00081,CUST0045,2024-01-17 01:13:24,SHIPPED,WEST
ORD00082,CUST0139,2025-04-21 09:01:32,PLACED,SOUTH
ORD00083,CUST0044,2023-02-16 05:15:56,PLACED,SOUTH
ORD00084,CUST0140,2025-02-26 15:40:44,RETURNED,NORTH
ORD00085,CUST0203,2024-04-20 04:03:54,DELIVERED,SOUTH
ORD00086,CUST0201,2023-07-11 02:13:16,RETURNED,EAST
ORD00087,CUST0399,2023-12-09 20:46:05,CANCELLED,WEST
ORD00088,CUST0067,2025-05-22 20:42:10,PLACED,EAST
ORD00089,CUST0467,2024-07-01 21:33:25,DELIVERED,WEST
ORD00090,CUST0265,2024-04-27 13:35:35,SHIPPED,NORTH
ORD00091,CUST0463,2023-03-19 14:07:44,SHIPPED,WEST
ORD00092,CUST0498,2023-05-03 08:42:26,DELIVERED,SOUTH
ORD00093,CUST0275,2025-07-20 04:58:45,CANCELLED,WEST
ORD00094,CUST0224,2023-11-12 07:19:31,PLACED,WEST
ORD00095,CUST0250,2023-12-16 12:19:20,RETURNED,SOUTH
ORD00096,CUST0429,2023-10-10 09:49:23,DELIVERED,SOUTH
ORD00097,CUST0359,2024-04-29 22:27:42,CANCELLED,NORTH
ORD00098,CUST0486,2023-10-19 03:43:39,RETURNED,WEST
ORD00099,CUST0149,2025-01-26 14:41:26,CANCELLED,EAST
ORD00100,CUST0258,2023-08-13 00:00:00,CANCELLED,EAST
ORD00101,CUST0105,2023-11-30 13:25:31,DELIVERED,NORTH
ORD00102,CUST0411,2025-09-01 03:01:29,SHIPPED,SOUTH
ORD00103,CUST0402,2023-11-14 14:24:47,DELIVERED,EAST
ORD00104,CUST0184,2023-12-17 23:10:00,PLACED,EAST
ORD00105,CUST0044,2023-06-27 16:18:12,DELIVERED,WEST
ORD00106,CUST0064,2023-09-04 19:09:04,DELIVERED,SOUTH
ORD00107,CUST0141,2025-06-04 11:42:35,PLACED,EAST
ORD00108,CUST0341,2023-08-29 06:44:42,PLACED,EAST
ORD00109,CUST0408,2023-09-05 21:10:35,PLACED,NORTH
ORD00110,CUST0399,2023-11-06 15:57:12,CANCELLED,EAST
ORD00111,CUST0367,2023-04-08 20:03:21,RETURNED,SOUTH
ORD00112,CUST0398,2025-12-01 10:01:02,DELIVERED,EAST
ORD00113,CUST0110,2024-09-06 19:09:06,RETURNED,SOUTH
ORD00114,CUST0355,2025-10-02 22:54:35,RETURNED,WEST
ORD00115,CUST0121,2025-09-16 17:11:43,PLACED,SOUTH
ORD00116,CUST0458,2024-02-18 19:04:13,CANCELLED,WEST
ORD00117,CUST0194,2025-05-20 17:54:51,SHIPPED,SOUTH
ORD00118,CUST0361,2024-02-26 03:18:42,SHIPPED,EAST
ORD00119,CUST0136,2023-02-15 00:07:08,SHIPPED,WEST
ORD00120,CUST0361,2024-11-07 00:00:00,RETURNED,WEST
ORD00121,CUST0297,2023-08-01 00:42:43,SHIPPED,WEST
ORD00122,CUST0139,2025-08-15 05:21:56,CANCELLED,EAST
ORD00123,CUST0429,2024-02-29 03:44:45,RETURNED,SOUTH
ORD00124,CUST0246,2024-11-16 15:07:01,SHIPPED,EAST
ORD00125,CUST0169,2024-05-22 08:09:50,SHIPPED,EAST
ORD00126,CUST0042,2024-04-07 11:23:49,PLACED,SOUTH
ORD00127,CUST0464,2024-12-16 12:37:48,CANCELLED,WEST
ORD00128,CUST0487,2024-08-30 21:11:36,SHIPPED,WEST
ORD00129,CUST0104,2025-07-06 21:10:31,CANCELLED,SOUTH
ORD00130,CUST0474,2024-10-10 05:27:35,RETURNED,WEST
ORD00131,CUST0332,2024-02-13 11:18:11,PLACED,WEST
ORD00132,CUST0043,2025-08-04 02:49:38,PLACED,SOUTH
ORD00133,CUST0184,2025-09-24 08:50:44,PLACED,WEST
ORD00134,CUST0030,2024-08-22 14:42:05,CANCELLED,SOUTH
ORD00135,CUST0359,2025-02-12 11:41:56,SHIPPED,WEST
ORD00136,CUST0308,2024-06-06 18:04:53,CANCELLED,EAST
ORD00137,CUST0434,2023-06-16 02:57:05,SHIPPED,EAST
ORD00138,CUST0113,2023-12-22 19:21:31,SHIPPED,WEST
ORD00139,CUST0182,2024-06-10 14:30:25,RETURNED,SOUTH
ORD00140,CUST0450,2023-06-26 00:00:00,PLACED,EAST
ORD00141,CUST0393,2025-10-23 11:54:08,DELIVERED,WEST
ORD00142,CUST0074,2025-08-19 08:39:34,DELIVERED,NORTH
ORD00143,CUST0236,2023-04-04 21:33:43,SHIPPED,WEST
ORD00144,CUST0131,2025-01-25 23:12:44,CANCELLED,EAST
ORD00145,CUST0020,2023-07-09 02:29:51,SHIPPED,WEST
ORD00146,CUST0387,2023-08-13 10:01:48,SHIPPED,NORTH
ORD00147,CUST0352,2023-03-13 01:31:46,SHIPPED,EAST
ORD00148,CUST0425,2023-03-10 11:59:17,DELIVERED,NORTH
ORD00149,CUST0356,2024-05-05 10:03:16,SHIPPED,WEST
ORD00150,CUST0343,2023-09-19 21:02:29,PLACED,NORTH
ORD00151,CUST0010,2023-11-17 17:04:04,PLACED,WEST
ORD00152,CUST0170,2025-06-05 14:38:12,SHIPPED,EAST
ORD00153,CUST0427,2024-05-10 22:25:45,PLACED,NORTH
ORD00154,CUST0404,2024-12-13 00:58:31,SHIPPED,EAST
ORD00155,CUST0229,2025-06-06 14:31:20,CANCELLED,WEST
ORD00156,CUST0458,2023-02-21 11:08:22,PLACED,NORTH
ORD00157,CUST0137,2025-12-29 18:35:43,DELIVERED,SOUTH
ORD00158,CUST0396,2024-07-07 04:20:10,PLACED,WEST
ORD00159,CUST0340,2025-11-18 19:23:38,CANCELLED,EAST
ORD00160,CUST0182,2023-05-01 00:00:00,CANCELLED,WEST
ORD00161,CUST0386,2025-06-10 13:59:03,RETURNED,NORTH
ORD00162,CUST0425,2024-01-08 23:24:06,RETURNED,SOUTH
ORD00163,CUST0251,2023-11-01 00:05:42,DELIVERED,EAST
ORD00164,CUST0071,2025-11-15 18:27:58,SHIPPED,EAST
ORD00165,CUST0039,2025-11-01 10:17:32,RETURNED,NORTH
ORD00166,CUST0402,2025-01-07 14:56:38,CANCELLED,SOUTH
ORD00167,CUST0440,2025-08-31 00:16:13,CANCELLED,EAST
ORD00168,CUST0148,2025-11-28 10:10:21,RETURNED,SOUTH
ORD00169,CUST0499,2025-07-19 00:12:55,CANCELLED,EAST
ORD00170,CUST0444,2025-11-04 16:49:46,SHIPPED,WEST
ORD00171,CUST0336,2024-10-03 06:14:23,PLACED,WEST
ORD00172,CUST0403,2024-10-25 19:20:23,CANCELLED,WEST
ORD00173,CUST0176,2025-12-13 00:00:05,PLACED,WEST
ORD00174,CUST0099,2024-09-29 10:58:00,PLACED,NORTH
ORD00175,CUST0307,2025-05-04 02:07:52,RETURNED,SOUTH
ORD00176,CUST0284,2024-01-17 03:15:25,RETURNED,NORTH
ORD00177,CUST0370,2024-11-14 17:51:04,RETURNED,EAST
ORD00178,CUST0266,2024-10-05 07:13:34,RETURNED,EAST
ORD00179,CUST0010,2023-08-16 20:59:26,RETURNED,WEST
ORD00180,CUST0179,2023-06-15 00:00:00,SHIPPED,NORTH
ORD00181,CUST0190,2024-07-26 16:33:23,RETURNED,EAST
ORD00182,CUST0328,2025-09-21 02:07:58,RETURNED,SOUTH
ORD00183,CUST0463,2025-03-30 19:43:59,DELIVERED,SOUTH
ORD00184,CUST0155,2025-12-07 14:19:50,DELIVERED,WEST
ORD00185,CUST0285,2025-08-16 23:42:18,SHIPPED,EAST
ORD00186,CUST0222,2024-06-15 05:22:23,SHIPPED,SOUTH
ORD00187,CUST0142,2025-09-09 21:18:40,SHIPPED,WEST
ORD00188,CUST0198,2024-10-02 19:20:09,PLACED,NORTH
ORD00189,CUST0495,2024-01-31 03:05:32,SHIPPED,SOUTH
ORD00190,CUST0108,2023-12-04 20:38:58,RETURNED,WEST
ORD00191,CUST0445,2025-12-23 19:27:00,CANCELLED,NORTH
ORD00192,CUST0126,2025-09-21 17:12:36,PLACED,NORTH
ORD00193,CUST0364,2024-01-09 18:29:01,DELIVERED,WEST
ORD00194,CUST0143,2025-10-03 13:48:12,DELIVERED,NORTH
ORD00195,CUST0286,2025-01-16 19:00:47,SHIPPED,EAST
ORD00196,CUST0499,2023-06-25 19:22:29,PLACED,WEST
ORD00197,CUST0152,2025-01-29 00:45:51,CANCELLED,WEST
ORD00198,CUST0331,2023-05-22 08:07:43,PLACED,WEST
ORD00199,CUST0285,2025-11-05 01:06:14,PLACED,SOUTH
ORD00200,CUST0421,2025-06-30 00:00:00,CANCELLED,EAST
ORD00201,CUST0235,2023-07-07 19:51:33,PLACED,SOUTH
ORD00202,CUST0068,2024-12-25 08:44:53,SHIPPED,NORTH
ORD00203,CUST0434,2023-02-28 12:58:46,PLACED,WEST
ORD00204,CUST0098,2023-06-25 00:44:20,CANCELLED,EAST
ORD00205,CUST0426,2023-04-23 03:16:29,CANCELLED,NORTH
ORD00206,CUST0364,2025-01-08 19:45:20,DELIVERED,SOUTH
ORD00207,CUST0259,2023-08-09 17:19:07,SHIPPED,EAST
ORD00208,CUST0340,2025-11-06 04:17:13,PLACED,EAST
ORD00209,CUST0068,2024-10-30 08:03:22,SHIPPED,WEST
ORD00210,CUST0323,2023-02-19 13:24:15,PLACED,NORTH
ORD00211,CUST0249,2025-07-29 16:39:14,CANCELLED,WEST
ORD00212,CUST0074,2023-09-27 15:34:16,DELIVERED,NORTH
ORD00213,CUST0491,2023-04-29 16:11:31,SHIPPED,WEST
ORD00214,CUST0034,2024-07-11 02:01:34,DELIVERED,SOUTH
ORD00215,CUST0189,2024-06-14 13:24:28,CANCELLED,EAST
ORD00216,CUST0277,2025-08-16 13:13:37,CANCELLED,EAST
ORD00217,CUST0180,2025-05-04 18:42:21,CANCELLED,WEST
ORD00218,CUST0409,2023-08-07 07:20:37,DELIVERED,EAST
ORD00219,CUST0226,2024-06-02 06:02:16,RETURNED,EAST
ORD00220,CUST0301,2023-09-24 00:00:00,SHIPPED,EAST
ORD00221,CUST0237,2023-09-01 15:14:48,CANCELLED,NORTH
ORD00222,CUST0335,2023-12-04 08:46:19,PLACED,NORTH
ORD00223,CUST0074,2024-06-13 15:58:47,SHIPPED,SOUTH
ORD00224,CUST0453,2023-05-14 15:55:14,SHIPPED,NORTH
ORD00225,CUST0140,2024-03-08 17:57:28,DELIVERED,NORTH
ORD00226,CUST0408,2025-09-16 19:01:58,SHIPPED,WEST
ORD00227,CUST0193,2024-08-31 20:06:33,DELIVERED,NORTH
ORD00228,CUST0139,2025-06-30 08:18:43,PLACED,WEST
ORD00229,CUST0050,2023-05-13 13:50:26,CANCELLED,EAST
ORD00230,CUST0349,2023-03-26 08:11:00,CANCELLED,SOUTH
ORD00231,CUST0412,2025-04-25 12:38:04,CANCELLED,SOUTH
ORD00232,CUST0264,2025-09-02 05:59:29,CANCELLED,WEST
ORD00233,CUST0319,2024-05-10 17:05:56,PLACED,WEST
ORD00234,CUST0457,2024-02-28 18:11:34,CANCELLED,SOUTH
ORD00235,CUST0352,2025-04-05 07:03:23,SHIPPED,WEST
ORD00236,CUST0421,2024-07-12 21:13:45,PLACED,EAST
ORD00237,CUST0057,2023-03-21 13:49:33,PLACED,WEST
ORD00238,CUST0372,2025-01-10 01:13:50,SHIPPED,NORTH
ORD00239,CUST0081,2025-11-27 07:30:28,SHIPPED,WEST
ORD00240,CUST0167,2024-05-31 00:00:00,RETURNED,NORTH
ORD00241,CUST0390,2024-04-06 20:08:17,CANCELLED,WEST
ORD00242,CUST0389,2023-07-11 18:16:37,PLACED,SOUTH
ORD00243,CUST0347,2025-12-09 12:32:34,DELIVERED,WEST
ORD00244,CUST0462,2025-01-08 02:19:51,DELIVERED,WEST
ORD00245,CUST0291,2023-01-19 05:55:48,DELIVERED,EAST
ORD00246,CUST0376,2025-04-28 04:38:55,SHIPPED,SOUTH
ORD00247,CUST0133,2024-11-02 03:34:56,PLACED,SOUTH
ORD00248,CUST0208,2025-01-25 19:44:24,SHIPPED,SOUTH
ORD00249,CUST0213,2025-05-08 05:16:38,RETURNED,EAST
ORD00250,CUST0481,2023-09-03 00:57:06,DELIVERED,WEST
ORD00251,CUST0159,2024-05-18 05:17:58,DELIVERED,EAST
ORD00252,CUST0151,2024-01-03 22:48:49,SHIPPED,NORTH
ORD00253,CUST0419,2023-08-25 14:59:40,DELIVERED,SOUTH
ORD00254,CUST0443,2023-09-08 15:18:49,RETURNED,WEST
ORD00255,CUST0087,2025-02-21 02:19:36,PLACED,WEST
ORD00256,CUST0289,2024-08-27 18:10:51,PLACED,EAST
ORD00257,CUST0446,2023-06-21 20:38:16,SHIPPED,EAST
ORD00258,CUST0138,2024-10-04 14:42:55,RETURNED,NORTH
ORD00259,CUST0497,2023-04-30 12:54:22,PLACED,EAST
ORD00260,CUST0239,2025-09-08 00:00:00,RETURNED,WEST
ORD00261,CUST0231,2024-10-20 23:57:24,PLACED,SOUTH
ORD00262,CUST0470,2023-02-13 02:00:08,DELIVERED,SOUTH
ORD00263,CUST0380,2025-08-25 17:29:46,RETURNED,NORTH
ORD00264,CUST0442,2023-02-24 16:05:28,CANCELLED,SOUTH
ORD00265,CUST0400,2023-01-10 12:08:35,DELIVERED,WEST
ORD00266,CUST0471,2025-09-30 11:32:15,DELIVERED,SOUTH
ORD00267,CUST0146,2023-05-10 20:23:44,RETURNED,EAST
ORD00268,CUST0086,2025-08-26 15:44:20,CANCELLED,NORTH
ORD00269,CUST0298,2024-05-12 16:41:20,DELIVERED,WEST
ORD00270,CUST0320,2023-09-07 19:03:16,SHIPPED,SOUTH
ORD00271,CUST0125,2023-01-31 10:45:18,DELIVERED,EAST
ORD00272,CUST0177,2025-03-27 10:37:55,SHIPPED,NORTH
ORD00273,CUST0352,2024-02-14 23:36:51,SHIPPED,WEST
ORD00274,CUST0441,2025-01-12 02:05:30,SHIPPED,NORTH
ORD00275,CUST0392,2025-07-08 21:41:13,PLACED,SOUTH
ORD00276,CUST0186,2023-09-04 19:44:01,SHIPPED,WEST
ORD00277,CUST0433,2024-09-20 10:15:36,RETURNED,WEST
ORD00278,CUST0232,2024-06-19 18:58:06,RETURNED,SOUTH
ORD00279,CUST0466,2024-01-12 14:26:56,RETURNED,NORTH
ORD00280,CUST0383,2023-06-14 00:00:00,DELIVERED,WEST
ORD00281,CUST0394,2025-10-27 08:16:14,CANCELLED,WEST
ORD00282,CUST0079,2025-03-10 02:38:29,SHIPPED,EAST
ORD00283,CUST0134,2024-12-12 07:18:17,CANCELLED,SOUTH
ORD00284,CUST0472,2023-04-04 03:23:23,RETURNED,WEST
ORD00285,CUST0436,2023-05-06 21:25:58,RETURNED,NORTH
ORD00286,CUST0013,2023-01-20 05:30:18,CANCELLED,WEST
ORD00287,CUST0033,2024-08-10 08:13:31,PLACED,NORTH
ORD00288,CUST0445,2025-10-11 18:38:09,DELIVERED,NORTH
ORD00289,CUST0385,2025-10-21 06:21:09,SHIPPED,NORTH
ORD00290,CUST0308,2023-06-27 21:35:41,SHIPPED,WEST
ORD00291,CUST0366,2025-04-22 21:16:01,PLACED,NORTH
ORD00292,CUST0468,2024-09-17 21:30:53,SHIPPED,SOUTH
ORD00293,CUST0181,2023-03-16 17:13:56,RETURNED,EAST
ORD00294,CUST0129,2024-04-03 00:31:29,RETURNED,SOUTH
ORD00295,CUST0162,2025-01-02 15:03:58,SHIPPED,SOUTH
ORD00296,CUST0029,2025-02-03 04:12:16,DELIVERED,WEST
ORD00297,CUST0371,2024-02-12 12:27:03,SHIPPED,SOUTH
ORD00298,CUST0027,2023-04-17 12:54:18,RETURNED,WEST
ORD00299,CUST0171,2024-01-17 00:54:35,PLACED,NORTH
ORD00300,CUST0034,2024-03-04 00:00:00,PLACED,EAST
ORD00301,CUST0397,2024-02-21 14:49:19,PLACED,NORTH
ORD00302,CUST0280,2023-02-24 16:30:24,DELIVERED,WEST
ORD00303,CUST0257,2025-02-20 13:35:37,SHIPPED,EAST
ORD00304,CUST0481,2023-01-20 03:03:06,CANCELLED,WEST
ORD00305,CUST0237,2023-12-22 22:03:43,DELIVERED,WEST
ORD00306,CUST0025,2024-11-11 12:44:08,DELIVERED,WEST
ORD00307,CUST0031,2023-09-28 03:29:49,DELIVERED,NORTH
ORD00308,CUST0257,2023-10-30 20:33:53,DELIVERED,EAST
ORD00309,CUST0339,2024-11-03 10:48:10,CANCELLED,EAST
ORD00310,CUST0328,2025-09-22 01:28:13,DELIVERED,NORTH
ORD00311,CUST0319,2023-07-09 01:03:28,RETURNED,NORTH
ORD00312,CUST0249,2024-08-06 08:04:27,CANCELLED,SOUTH
ORD00313,CUST0286,2023-10-28 06:30:41,SHIPPED,WEST
ORD00314,CUST0435,2024-01-20 14:24:36,CANCELLED,SOUTH
ORD00315,CUST0451,2023-06-16 11:22:42,CANCELLED,WEST
ORD00316,CUST0320,2024-06-09 20:37:39,CANCELLED,WEST
ORD00317,CUST0021,2024-05-05 22:05:09,RETURNED,SOUTH
ORD00318,CUST0304,2024-07-17 14:49:02,PLACED,SOUTH
ORD00319,CUST0465,2025-07-08 03:16:07,DELIVERED,SOUTH
ORD00320,CUST0491,2023-01-09 00:00:00,PLACED,SOUTH
ORD00321,CUST0402,2024-07-02 12:28:35,RETURNED,EAST
ORD00322,CUST0342,2024-09-09 15:57:27,CANCELLED,SOUTH
ORD00323,CUST0233,2024-02-28 12:13:11,DELIVERED,WEST
ORD00324,CUST0448,2024-06-06 05:51:25,RETURNED,WEST
ORD00325,CUST0179,2025-06-02 18:48:10,DELIVERED,NORTH
ORD00326,CUST0380,2023-02-09 22:40:02,DELIVERED,WEST
ORD00327,CUST0465,2025-05-21 16:07:29,PLACED,SOUTH
ORD00328,CUST0215,2024-07-28 04:15:03,SHIPPED,WEST
ORD00329,CUST0132,2024-11-08 21:58:37,DELIVERED,NORTH
ORD00330,CUST0400,2025-12-17 02:42:22,SHIPPED,SOUTH
ORD00331,CUST0467,2024-01-11 06:47:16,PLACED,WEST
ORD00332,CUST0067,2025-02-11 21:43:58,CANCELLED,NORTH
ORD00333,CUST0368,2024-02-09 10:24:05,SHIPPED,NORTH
ORD00334,CUST0409,2025-03-18 17:09:51,DELIVERED,EAST
ORD00335,CUST0208,2025-12-04 07:06:54,RETURNED,SOUTH
ORD00336,CUST0147,2025-08-28 00:04:05,SHIPPED,SOUTH
ORD00337,CUST0260,2023-05-03 04:09:18,PLACED,EAST
ORD00338,CUST0368,2024-11-13 02:27:46,PLACED,WEST
ORD00339,CUST0100,2025-03-31 07:11:23,PLACED,WEST
ORD00340,CUST0384,2024-11-12 00:00:00,CANCELLED,WEST
ORD00341,CUST0262,2023-11-24 21:23:31,SHIPPED,EAST
ORD00342,CUST0429,2024-09-19 03:29:25,CANCELLED,EAST
ORD00343,CUST0158,2025-07-23 03:42:57,RETURNED,NORTH
ORD00344,CUST0370,2025-03-26 18:30:34,RETURNED,EAST
ORD00345,CUST0245,2023-12-27 15:11:58,SHIPPED,EAST
ORD00346,CUST0236,2024-10-14 22:02:40,SHIPPED,SOUTH
ORD00347,CUST0064,2024-08-07 03:15:23,RETURNED,EAST
ORD00348,CUST0459,2025-12-06 01:02:35,SHIPPED,EAST
ORD00349,CUST0352,2023-03-22 06:57:42,DELIVERED,WEST
ORD00350,CUST0111,2024-07-18 06:25:03,SHIPPED,NORTH
ORD00351,CUST0211,2024-01-24 17:44:46,DELIVERED,NORTH
ORD00352,CUST0095,2025-02-07 17:19:04,RETURNED,SOUTH
ORD00353,CUST0193,2023-06-23 12:59:34,CANCELLED,SOUTH
ORD00354,CUST0203,2024-06-25 01:27:19,SHIPPED,EAST
ORD00355,CUST0450,2023-07-03 17:34:44,RETURNED,SOUTH
ORD00356,CUST0092,2025-10-28 13:43:22,SHIPPED,SOUTH
ORD00357,CUST0441,2025-07-22 12:18:41,CANCELLED,SOUTH
ORD00358,CUST0177,2025-02-05 20:33:48,PLACED,EAST
ORD00359,CUST0383,2024-08-07 03:48:40,RETURNED,NORTH
ORD00360,CUST0340,2024-06-04 00:00:00,PLACED,SOUTH
ORD00361,CUST0488,2025-05-11 20:08:38,RETURNED,NORTH
ORD00362,CUST0091,2025-12-25 08:44:15,CANCELLED,WEST
ORD00363,CUST0242,2024-05-19 01:07:23,DELIVERED,EAST
ORD00364,CUST0213,2023-03-16 22:16:24,DELIVERED,WEST
ORD00365,CUST0194,2024-01-16 19:18:22,RETURNED,SOUTH
ORD00366,CUST0159,2025-09-21 18:10:40,PLACED,NORTH
ORD00367,CUST0340,2025-09-18 04:39:08,RETURNED,WEST
ORD00368,CUST0352,2024-03-24 21:15:18,DELIVERED,SOUTH
ORD00369,CUST0143,2024-04-20 14:05:52,CANCELLED,NORTH
ORD00370,CUST0218,2025-01-20 22:12:50,SHIPPED,NORTH
ORD00371,CUST0141,2024-01-22 16:45:19,SHIPPED,SOUTH
ORD00372,CUST0349,2024-05-16 13:54:39,SHIPPED,NORTH
ORD00373,CUST0147,2024-08-10 22:38:30,DELIVERED,WEST
ORD00374,CUST0323,2024-06-19 00:21:34,PLACED,EAST
ORD00375,CUST0039,2023-02-18 09:18:33,SHIPPED,NORTH
ORD00376,CUST0235,2023-01-16 04:37:24,RETURNED,EAST
ORD00377,CUST0015,2024-05-25 10:17:05,PLACED,SOUTH
ORD00378,CUST0407,2023-08-26 16:04:03,CANCELLED,EAST
ORD00379,CUST0120,2024-05-20 21:56:57,PLACED,EAST
ORD00380,CUST0261,2024-10-14 00:00:00,SHIPPED,EAST
ORD00381,CUST0333,2023-04-25 18:33:46,SHIPPED,SOUTH
ORD00382,CUST0156,2024-03-06 01:43:38,SHIPPED,EAST
ORD00383,CUST0234,2023-12-04 05:21:48,CANCELLED,NORTH
ORD00384,CUST0151,2023-11-13 01:22:35,CANCELLED,WEST
ORD00385,CUST0232,2025-02-24 13:34:34,CANCELLED,WEST
ORD00386,CUST0319,2025-08-19 02:38:51,SHIPPED,SOUTH
ORD00387,CUST0286,2023-11-18 01:29:17,CANCELLED,EAST
ORD00388,CUST0057,2024-11-13 19:47:46,SHIPPED,SOUTH
ORD00389,CUST0344,2023-03-21 21:06:07,DELIVERED,EAST
ORD00390,CUST0470,2023-10-01 19:05:42,SHIPPED,WEST
ORD00391,CUST0051,2025-10-01 14:36:47,PLACED,SOUTH
ORD00392,CUST0305,2024-09-10 12:00:27,RETURNED,EAST
