item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000113,ORD00246,PROD0440,8,47922.79,86.3
ITEM000114,ORD00805,PROD0003,8,45277.0,38.58
ITEM000115,ORD00757,PROD0371,9,46667.41,18.83
ITEM000116,ORD00448,PROD0301,10,27790.37,21.51
ITEM000117,ORD00393,PROD0461,1,24987.71,61.26
ITEM000118,ORD00289,PROD0491,7,34597.47,58.76
ITEM000119,ORD00431,PROD0131,3,1131.01,41.35
ITEM000120,ORD00255,PROD0215,2,33157.29,13.36
ITEM000121,ORD00872,PROD0295,7,28780.13,77.02
ITEM000122,ORD00983,PROD0014,9,37445.76,24.96
ITEM000123,ORD00561,PROD0111,5,18630.59,35.37
ITEM000124,ORD00227,PROD0101,8,682.7,75.77
ITEM000125,ORD00875,PROD0318,8,19526.0,73.6
ITEM000126,ORD00389,PROD0261,2,49485.06,86.17
ITEM000127,ORD00935,PROD0238,8,26186.41,93.33
ITEM000128,ORD00829,PROD0125,1,22824.51,75.26
ITEM000129,ORD00527,PROD0217,8,179.83,57.49
ITEM000130,ORD00154,PROD0018,7,42003.23,89.39
ITEM000131,ORD00491,PROD0031,6,41151.41,24.02
ITEM000132,ORD00022,PROD0178,2,18093.12,11.59
ITEM000133,ORD00880,PROD0100,10,27037.59,48.53
ITEM000134,ORD00224,PROD0164,8,29052.52,28.65
ITEM000135,ORD00840,PROD0090,2,18518.6,57.12
ITEM000136,ORD00073,PROD0247,6,31647.37,49.84
ITEM000137,ORD00864,PROD0068,5,8035.27,55.02
ITEM000138,ORD00526,PROD0128,3,7073.07,75.97
ITEM000139,ORD00763,PROD0499,6,30400.05,7.51
ITEM000140,ORD00839,PROD0314,2,2452.48,31.67
ITEM000141,ORD00715,PROD0335,10,47343.0,62.71
ITEM000142,ORD00064,PROD0348,1,3088.26,89.86
ITEM000143,ORD00588,PROD0074,10,42004.15,13.44
ITEM000144,ORD00943,PROD0455,8,16023.27,38.16
ITEM000145,ORD00444,PROD0445,4,38886.27,20.96
ITEM000146,ORD00904,PROD0114,1,24429.48,1.37
ITEM000147,ORD00488,PROD0025,2,30551.99,84.19
ITEM000148,ORD00383,PROD0327,9,48651.64,11.13
ITEM000149,ORD00213,PROD0440,10,15527.47,51.36
ITEM000150,ORD00164,PROD0125,7,46162.74,56.5
ITEM000151,ORD00599,PROD0343,6,1243.36,35.12
ITEM000152,ORD00136,PROD0433,4,25050.51,49.72
ITEM000153,ORD00560,PROD0286,8,13954.19,3.39
ITEM000154,ORD00435,PROD0128,6,3176.46,7.79
ITEM000155,ORD00808,PROD0132,7,2884.71,73.93
ITEM000156,ORD00035,PROD0049,8,11125.23,29.68
ITEM000157,ORD00092,PROD0066,6,34760.58,6.02
ITEM000158,ORD00277,PROD0490,3,32808.86,38.78
ITEM000159,ORD00257,PROD0128,7,37123.24,64.47
ITEM000160,ORD00289,PROD0072,6,9108.35,84.05
ITEM000161,ORD00319,PROD0480,4,46511.08,92.08
ITEM000162,ORD00684,PROD0074,9,4828.82,25.83
ITEM000163,ORD00837,PROD0245,7,33206.05,67.14
ITEM000164,ORD00245,PROD0291,7,17000.16,68.88
ITEM000165,ORD00184,PROD0261,5,22208.52,11.34
ITEM000166,ORD00945,PROD0302,2,39089.87,31.04
ITEM000167,ORD00722,PROD0035,7,19762.8,14.62
ITEM000168,ORD00118,PROD0426,8,49842.64,19.36
ITEM000169,ORD00169,PROD0059,9,47693.2,97.23
ITEM000170,ORD00684,PROD0181,4,14061.15,25.19
ITEM000171,ORD00084,PROD0052,6,21372.24,50.76
ITEM000172,ORD00694,PROD0015,9,38924.9,43.81
ITEM000173,ORD00817,PROD0156,9,9104.13,90.49
ITEM000174,ORD00796,PROD0209,4,3661.62,32.25
ITEM000175,ORD00156,PROD0368,8,36928.9,84.57
ITEM000176,ORD00331,PROD0287,9,34177.37,3.98
ITEM000177,ORD00695,PROD0076,8,39581.29,90.62
ITEM000178,ORD00031,PROD0369,3,26928.11,31.49
ITEM000179,ORD00503,PROD0232,5,34409.6,18.35
ITEM000180,ORD00780,PROD0326,7,6382.47,37.23
ITEM000181,ORD00740,PROD0400,2,5216.13,38.18
ITEM000182,ORD00864,PROD0230,10,25088.82,95.29
ITEM000183,ORD00825,PROD0378,8,7259.71,15.35
ITEM000184,ORD00841,PROD0272,4,21531.36,92.85
ITEM000185,ORD00666,PROD0485,1,28218.18,85.87
ITEM000186,ORD00674,PROD0270,7,42018.12,59.99
ITEM000187,ORD00721,PROD0486,6,22330.09,9.19
ITEM000188,ORD00274,PROD0138,1,43234.83,34.04
ITEM000189,ORD00536,PROD0418,3,34436.46,22.08
ITEM000190,ORD00859,PROD0162,1,40458.17,87.07
ITEM000191,ORD00221,PROD0421,1,28763.47,71.03
ITEM000192,ORD00480,PROD0489,6,41215.88,87.34
ITEM000193,ORD00146,PROD0055,5,49103.41,15.16
ITEM000194,ORD00451,PROD0441,1,39189.5,15.1
ITEM000195,ORD00616,PROD0321,4,46013.03,67.66
ITEM000196,ORD00859,PROD0034,1,22437.95,49.34
ITEM000197,ORD00311,PROD0301,10,32424.12,98.74
ITEM000198,ORD00610,PROD0413,10,7612.44,57.9
ITEM000199,ORD00212,PROD0075,6,29039.18,42.07
ITEM000200,ORD00505,PROD0493,5,38705.36,57.38
ITEM000201,ORD00174,PROD0244,3,11236.2,75.53
ITEM000202,ORD00087,PROD0367,7,49394.21,66.76
ITEM000203,ORD00801,PROD0468,2,44482.77,76.66
ITEM000204,ORD00206,PROD0246,8,12879.11,52.64
ITEM000205,ORD00949,PROD0393,7,13826.24,64.22
ITEM000206,ORD00484,PROD0380,6,7130.59,11.07
ITEM000207,ORD00348,PROD0145,9,32117.59,64.12
ITEM000208,ORD00504,PROD0009,1,10408.55,82.59
ITEM000209,ORD00307,PROD0201,6,26496.68,18.94
ITEM000210,ORD00149,PROD0141,1,15366.65,75.55
ITEM000211,ORD00795,PROD0209,4,30109.71,27.19
ITEM000212,ORD00709,PROD0328,8,33209.0,81.01
ITEM000213,ORD00038,PROD0475,7,18026.12,86.2
ITEM000214,ORD00913,PROD0486,3,37473.56,22.02
ITEM000215,ORD00855,PROD0114,2,15709.7,1.67
ITEM000216,ORD00819,PROD0043,7,3701.65,85.69
ITEM000217,ORD00532,PROD0289,7,22890.37,96.99
ITEM000218,ORD00216,PROD0151,6,33999.94,58.29
ITEM000219,ORD00541,PROD0050,10,7387.02,33.42
ITEM000220,ORD00808,PROD0099,2,42036.4,61.38
ITEM000221,ORD00461,PROD0388,7,25494.22,7.02
ITEM000222,ORD00552,PROD0439,7,4859.48,6.52
ITEM000223,ORD00664,PROD0489,6,3061.06,87.83
ITEM000224,ORD00746,PROD0423,7,1009.71,91.82
ITEM000225,ORD00907,PROD0117,6,9851.32,79.16
ITEM000226,ORD00184,PROD0074,4,30807.54,93.01
ITEM000227,ORD00488,PROD0454,6,47385.27,62.68
ITEM000228,ORD00854,PROD0316,8,45586.8,89.92
ITEM000229,ORD00882,PROD0330,7,9276.81,64.32
ITEM000230,ORD00545,PROD0399,6,44925.59,30.0
ITEM000231,ORD00082,PROD0469,1,44095.22,26.8
ITEM000232,ORD00906,PROD0277,1,13093.68,25.25
ITEM000233,ORD00038,PROD0434,2,36291.6,68.71
ITEM000234,ORD00467,PROD0396,5,18908.97,69.57
ITEM000235,ORD00237,PROD0072,7,49543.25,44.75
ITEM000236,ORD00310,PROD0488,8,25826.78,64.83
ITEM000237,ORD00730,PROD0443,8,21066.01,36.92
ITEM000238,ORD00507,PROD0391,1,8360.15,47.28
ITEM000239,ORD00673,PROD0377,7,21762.22,48.35
ITEM000240,ORD00800,PROD0386,10,34130.95,83.07
ITEM000241,ORD00160,PROD0269,1,32843.49,72.05
ITEM000242,ORD00065,PROD0375,10,5997.77,74.11
ITEM000243,ORD00225,PROD0494,8,45574.39,58.36
ITEM000244,ORD00434,PROD0163,2,20237.35,51.86
ITEM000245,ORD00131,PROD0299,8,17921.32,29.56
ITEM000246,ORD00477,PROD0328,2,36099.2,90.59
ITEM000247,ORD00739,PROD0243,4,45913.61,36.27
ITEM000248,ORD00309,PROD0134,9,43240.58,20.9
ITEM000249,ORD00089,PROD0410,6,46795.43,74.72
ITEM000250,ORD00422,PROD0390,3,35083.36,12.47
ITEM000251,ORD00622,PROD0200,1,48163.09,40.92
ITEM000252,ORD00287,PROD0065,10,10824.77,23.95
ITEM000253,ORD00130,PROD0130,4,24394.29,3.56
ITEM000254,ORD00363,PROD0386,6,40655.42,87.66
ITEM000255,ORD00522,PROD0289,4,12949.16,57.87
ITEM000256,ORD00852,PROD0016,3,36192.25,35.59
ITEM000257,ORD00906,PROD0141,10,27291.54,74.1
ITEM000258,ORD00926,PROD0479,8,14449.6,20.25
ITEM000259,ORD00236,PROD0006,7,48122.51,45.79
ITEM000260,ORD00889,PROD0324,3,4104.94,37.52
ITEM000261,ORD00975,PROD0174,10,29259.61,19.56
ITEM000262,ORD00332,PROD0396,5,11491.65,2.94
ITEM000263,ORD00022,PROD0097,7,34478.67,40.9
ITEM000264,ORD00064,PROD0395,7,44403.96,10.87
ITEM000265,ORD00566,PROD0251,1,27534.25,91.64
ITEM000266,ORD00581,PROD0076,2,24114.81,44.47
ITEM000267,ORD00420,PROD0139,10,17620.51,84.59
ITEM000268,ORD00962,PROD0147,1,46001.25,12.66
ITEM000269,ORD00283,PROD0144,3,2797.16,13.52
ITEM000270,ORD00201,PROD0268,4,19375.29,32.39
ITEM000271,ORD00197,PROD0455,2,44943.09,77.44
ITEM000272,ORD00854,PROD0459,3,45776.43,26.84
ITEM000273,ORD00908,PROD0376,1,1053.42,61.79
ITEM000274,ORD00886,PROD0457,1,12768.78,30.24
ITEM000275,ORD00936,PROD0244,5,43289.6,94.36
ITEM000276,ORD00626,PROD0119,1,131.24,59.0
ITEM000277,ORD00484,PROD0042,4,4732.72,86.65
ITEM000278,ORD00507,PROD0325,3,40101.69,35.56
ITEM000279,ORD00574,PROD0154,3,20469.37,78.63
ITEM000280,ORD00817,PROD0022,4,38977.4,39.23
ITEM000281,ORD00941,PROD0211,7,20328.74,89.17
ITEM000282,ORD00166,PROD0181,5,44646.23,7.08
ITEM000283,ORD00768,PROD0395,6,2927.52,87.79
ITEM000284,ORD00429,PROD0297,1,44110.51,1.26
ITEM000285,ORD00259,PROD0090,6,13970.41,56.93
ITEM000286,ORD00607,PROD0096,1,18784.94,72.48
ITEM000287,ORD00386,PROD0060,10,11228.99,99.66
ITEM000288,ORD00827,PROD0224,5,28731.37,12.98
ITEM000289,ORD00644,PROD0152,8,46622.15,29.68
ITEM000290,ORD00194,PROD0081,10,12723.53,32.89
ITEM000291,ORD00014,PROD0109,6,7208.93,5.18
ITEM000292,ORD00478,PROD0043,4,28571.77,79.27
ITEM000293,ORD00633,PROD0312,4,36871.24,68.13
ITEM000294,ORD00237,PROD0027,10,1453.03,40.45
ITEM000295,ORD00760,PROD0325,9,29989.9,26.65
ITEM000296,ORD00770,PROD0492,4,24897.58,76.34
ITEM000297,ORD00525,PROD0338,10,33166.45,74.99
ITEM000298,ORD00917,PROD0368,4,16360.29,84.8
ITEM000299,ORD00986,PROD0401,4,746.93,82.5
ITEM000300,ORD00719,PROD0045,3,43197.48,71.01
ITEM000301,ORD00260,PROD0148,4,1812.17,68.24
ITEM000302,ORD00028,PROD0159,1,41612.32,84.75
ITEM000303,ORD00468,PROD0143,1,7139.88,68.35
ITEM000304,ORD00983,PROD0196,10,47402.44,29.15
ITEM000305,ORD00412,PROD0229,5,46397.98,22.33
ITEM000306,ORD00242,PROD0371,7,31454.84,16.59
ITEM000307,ORD00716,PROD0412,5,11274.49,71.58
ITEM000308,ORD00054,PROD0429,1,37685.55,81.88
ITEM000309,ORD00884,PROD0402,3,31860.35,38.37
ITEM000310,ORD00159,PROD0104,8,46136.89,82.9
ITEM000311,ORD00535,PROD0438,8,26055.0,84.11
ITEM000312,ORD00546,PROD0496,6,2709.77,76.87
ITEM000313,ORD00202,PROD0350,3,28549.96,15.55
ITEM000314,ORD00516,PROD0191,8,40126.35,6.84
ITEM000315,ORD00192,PROD0019,10,1415.15,96.44
ITEM000316,ORD00051,PROD0342,8,5236.19,45.24
ITEM000317,ORD00669,PROD0121,9,5380.49,45.65
ITEM000318,ORD00219,PROD0346,9,23090.13,25.04
ITEM000319,ORD00317,PROD0264,7,39777.23,93.37
ITEM000320,ORD00802,PROD0239,10,8434.87,10.07
ITEM000321,ORD00528,PROD0444,9,18071.02,77.79
ITEM000322,ORD00412,PROD0027,1,11560.59,49.29
ITEM000323,ORD00335,PROD0463,10,28256.39,68.23
ITEM000324,ORD00170,PROD0240,10,47400.62,95.7
ITEM000325,ORD00654,PROD0200,5,2483.78,79.1
ITEM000326,ORD00410,PROD0360,6,40950.97,66.99
ITEM000327,ORD00910,PROD0032,5,2011.23,4.31
ITEM000328,ORD00429,PROD0086,3,11207.86,52.02
ITEM000329,ORD00156,PROD0333,6,7431.61,95.68
ITEM000330,ORD00295,PROD0417,8,3086.01,33.2
ITEM000331,ORD00911,PROD0248,10,44261.39,14.41
ITEM000332,ORD00970,PROD0394,1,48205.24,16.16
ITEM000333,ORD00346,PROD0242,4,19818.44,4.99
ITEM000334,ORD00055,PROD0213,10,38871.78,4.19
ITEM000335,ORD00060,PROD0175,4,22969.84,10.58
ITEM000336,ORD00675,PROD0408,5,45393.45,61.69
ITEM000337,ORD00266,PROD0224,5,28312.73,97.94
ITEM000338,ORD00972,PROD0086,7,7306.04,42.9
ITEM000339,ORD00711,PROD0292,8,39817.82,97.9
ITEM000340,ORD00339,PROD0117,8,18981.03,69.2
ITEM000341,ORD00416,PROD0057,8,27326.61,82.67
ITEM000342,ORD00161,PROD0045,1,33643.34,22.26
ITEM000343,ORD00712,PROD0158,9,20478.63,67.55
ITEM000344,ORD00833,PROD0345,4,17954.43,52.57
ITEM000345,ORD00339,PROD0494,7,48717.89,78.41
ITEM000346,ORD00315,PROD0423,6,19635.96,86.47
ITEM000347,ORD00906,PROD0183,3,35913.43,1.17
ITEM000348,ORD00243,PROD0347,2,26055.08,81.92
ITEM000349,ORD00547,PROD0217,5,33563.44,68.31
ITEM000350,ORD00782,PROD0478,2,49932.75,18.71
ITEM000351,ORD00114,PROD0398,8,15051.69,54.21
ITEM000352,ORD00673,PROD0139,9,1584.53,69.9
ITEM000353,ORD00788,PROD0499,9,11273.65,16.27
ITEM000354,ORD00603,PROD0085,3,8291.87,31.26
ITEM000355,ORD00117,PROD0420,2,1429.97,53.93
ITEM000356,ORD00963,PROD0232,9,47691.97,49.42
ITEM000357,ORD00245,PROD0113,8,16438.14,59.31
ITEM000358,ORD00830,PROD0176,1,25368.41,76.57
ITEM000359,ORD00356,PROD0402,8,24617.13,68.85
ITEM000360,ORD00629,PROD0368,1,38198.67,86.24
ITEM000361,ORD00294,PROD0441,3,27555.28,76.21
ITEM000362,ORD00962,PROD0285,3,48679.39,30.12
ITEM000363,ORD00473,PROD0320,3,16832.64,60.71
ITEM000364,ORD00368,PROD0178,7,1372.3,47.73
ITEM000365,ORD00005,PROD0116,3,11415.8,43.22
ITEM000366,ORD00697,PROD0097,7,21293.14,39.24
ITEM000367,ORD00157,PROD0218,4,29558.26,24.56
ITEM000368,ORD00321,PROD0102,8,13350.9,37.41
ITEM000369,ORD00340,PROD0351,3,31659.45,98.27
ITEM000370,ORD00995,PROD0089,3,34628.67,42.45
ITEM000371,ORD00612,PROD0408,5,25968.49,17.89
ITEM000372,ORD00595,PROD0368,9,39350.68,40.61
ITEM000373,ORD00506,PROD0043,9,2088.33,67.04
ITEM000374,ORD00317,PROD0199,5,13252.86,51.09
ITEM000375,ORD00049,PROD0397,8,37631.79,68.31
ITEM000376,ORD00228,PROD0482,6,7935.26,81.66
ITEM000377,ORD00575,PROD0422,7,25642.73,69.12
ITEM000378,ORD00310,PROD0439,8,9093.15,22.57
ITEM000379,ORD00369,PROD0249,3,28740.85,18.73
ITEM000380,ORD00681,PROD0471,6,37886.04,37.66
ITEM000381,ORD00484,PROD0308,7,4631.21,53.94
ITEM000382,ORD00226,PROD0489,4,17821.17,51.75
ITEM000383,ORD00479,PROD0481,8,8038.64,6.83
ITEM000384,ORD00886,PROD0402,3,28273.2,72.23
ITEM000385,ORD00271,PROD0117,5,37760.26,27.23
ITEM000386,ORD00098,PROD0485,7,646.39,65.48
ITEM000387,ORD00988,PROD0320,10,45716.68,46.39
ITEM000388,ORD00401,PROD0234,1,36377.49,58.72
ITEM000389,ORD00208,PROD0042,6,43100.47,65.39
ITEM000390,ORD00702,PROD0391,9,7999.15,35.89
ITEM000391,ORD00862,PROD0211,1,46882.48,26.19
ITEM000392,ORD00261,PROD0267,9,31555.87,25.15
ITEM000393,ORD00035,PROD0140,3,45904.53,87.36
ITEM000394,ORD00029,PROD0101,2,23149.23,84.45
ITEM000395,ORD00213,PROD0123,2,15055.07,64.64
ITEM000396,ORD00856,PROD0433,2,44324.72,96.85
ITEM000397,ORD00198,PROD0079,6,17776.75,47.79
ITEM000398,ORD00646,PROD0480,5,31004.64,17.0
ITEM000399,ORD00463,PROD0283,8,19974.88,16.94
ITEM000400,ORD00365,PROD0366,6,23369.23,59.42
ITEM000401,ORD00419,PROD0129,9,9876.66,73.76
ITEM000402,ORD00093,PROD0106,10,4231.9,51.14
ITEM000403,ORD00847,PROD0089,8,46947.76,82.52
ITEM000404,ORD00648,PROD0030,7,23209.36,74.48
ITEM000405,ORD00980,PROD0221,10,14812.09,63.47
ITEM000406,ORD00195,PROD0007,1,21936.4,33.81
ITEM000407,ORD00530,PROD0111,6,42254.22,5.64
ITEM000408,ORD00763,PROD0466,8,9749.27,50.31
ITEM000409,ORD00045,PROD0358,5,31972.73,60.31
ITEM000410,ORD00043,PROD0358,9,45195.23,24.71
ITEM000411,ORD00441,PROD0034,9,13093.92,69.04
ITEM000412,ORD00485,PROD0438,8,35338.34,3.82
ITEM000413,ORD00998,PROD0320,3,33039.88,29.85
ITEM000414,ORD00281,PROD0496,5,32931.72,45.11
ITEM000415,ORD00467,PROD0416,5,49807.55,63.18
ITEM000416,ORD00972,PROD0462,9,26742.21,93.38
ITEM000417,ORD00423,PROD0315,4,10088.71,69.0
ITEM000418,ORD00897,PROD0167,5,33489.72,9.22
ITEM000419,ORD00728,PROD0102,4,10369.11,8.93
ITEM000420,ORD00310,PROD0272,9,21583.0,33.43
ITEM000421,ORD00474,PROD0322,7,31173.31,90.35
ITEM000422,ORD00006,PROD0129,9,22108.55,96.17
ITEM000423,ORD00705,PROD0445,5,6914.23,99.03
ITEM000424,ORD00980,PROD0003,6,39236.73,32.3
ITEM000425,ORD00180,PROD0385,2,25935.07,11.36
ITEM000426,ORD00230,PROD0117,8,44930.16,88.1
ITEM000427,ORD00239,PROD0430,9,9874.16,56.76
ITEM000428,ORD00153,PROD0366,10,25247.63,91.53
ITEM000429,ORD00250,PROD0168,4,38107.71,95.16
ITEM000430,ORD00977,PROD0050,2,1967.72,87.05
ITEM000431,ORD00836,PROD0082,8,9994.15,84.9
ITEM000432,ORD00212,PROD0364,8,16735.03,82.99
ITEM000433,ORD00072,PROD0247,7,145.4,99.13
ITEM000434,ORD00883,PROD0322,8,40287.22,66.65
ITEM000435,ORD00251,PROD0038,10,34298.97,11.53
ITEM000436,ORD00599,PROD0067,8,5564.96,82.87
ITEM000437,ORD00018,PROD0104,7,37134.96,49.14
ITEM000438,ORD00748,PROD0111,8,3563.75,63.96
ITEM000439,ORD00869,PROD0486,6,35973.88,84.48
ITEM000440,ORD00317,PROD0481,10,15806.92,32.54
ITEM000441,ORD00874,PROD0264,8,48313.36,16.31
ITEM000442,ORD00386,PROD0266,1,42752.51,26.0
ITEM000443,ORD00476,PROD0438,7,43008.7,73.09
ITEM000444,ORD00995,PROD0038,9,12231.65,46.24
ITEM000445,ORD00436,PROD0499,4,36788.76,84.11
ITEM000446,ORD00418,PROD0098,8,9887.08,71.96
ITEM000447,ORD00756,PROD0113,3,44721.19,83.26
ITEM000448,ORD00159,PROD0292,8,31272.24,58.72
ITEM000449,ORD00103,PROD0029,9,7268.84,14.77
ITEM000450,ORD00690,PROD0334,4,36691.8,2.68
ITEM000451,ORD00179,PROD0181,6,237.81,34.89
ITEM000452,ORD00051,PROD0414,2,22050.04,22.1
ITEM000453,ORD00084,PROD0414,3,30704.41,66.7
ITEM000454,ORD00962,PROD0316,9,15651.46,0.26
ITEM000455,ORD00952,PROD0269,7,43071.12,21.12
ITEM000456,ORD00693,PROD0285,6,25696.14,82.44
ITEM000457,ORD00183,PROD0043,7,591.46,90.97
ITEM000458,ORD00714,PROD0253,6,27749.81,5.43
ITEM000459,ORD00346,PROD0319,9,38310.13,57.32
ITEM000460,ORD00264,PROD0354,5,7412.96,67.26
ITEM000461,ORD00413,PROD0492,7,45920.02,31.82
ITEM000462,ORD00561,PROD0431,5,34914.69,87.13
